"1","A1","Turismos de menos de 8 CV"
"2","A2","Turismos de 8 hasta 11,99 CV"
"3","A3","Turismos de 12 hasta 15,99 CV"
"4","A4","Turismos de 16 hasta 19,99 CV"
"5","A5","Turismos de 20 CV en adelante"
"6","F1","Ciclomotores"
"7","F2","Motocicletas hasta 125 cc"
"8","F3","Motocicletas de más de 125 hasta 250 cc"
"9","F4","Motocicletas de más de 250 hasta 500 cc"
"10","F5","Motocicletas de más de 500 hasta 1.000 cc"
"11","F6","Motocicletas de más de 1.000 cc"
