"1","traffic_tax_global","92.80","1","true","true","false","true","1"
"2","college_tax","5.14","2","true","true","true","true","3"
"3","our_fee","150.00","2","false","true","true","true","4"
"4","traffic_tax_ciclo","25.60","1","true","false","true","false","2"
